"scientific_name" "category" "criteria"
"Thoropa petropolitana" "VU" "B1ab(iii,v)+2ab(ii,iii,iv,v)"
"Triturus cristatus" "LC" NA
"Triturus dobrogicus" "NT" NA
"Eurycea spelaea" "LC" NA
"Uperoleia marmorata" "DD" NA
"Uperoleia orientalis" "DD" NA
"Chaltenobatrachus grandisonae" "DD" NA
"Atelognathus nitoi" "VU" "D2"
"Atelognathus solitarius" "VU" "D2"
"Melanophryniscus moreirae" "NT" NA
"Batrachoseps simatus" "VU" "D2"
"Batrachoseps stebbinsi" "VU" "D2"
"Batrachoseps campi" "EN" "B1ab(iii,v)+2ab(iii,v)"
"Batrachoseps relictus" "DD" NA
"Afghanodon mustersi" "CR" "B2ab(iii)"
"Iranodon gorganensis" "CR" "B1ab(iii)+2ab(iii)"
"Bombina bombina" "LC" NA
"Osteocephalus oophagus" "LC" NA
"Hypsiboas andinus" "LC" NA
"Atelognathus ceii" "DD" NA
"Hylarana chitwanensis" "NT" NA
"Ischnocnema paranaensis" "DD" NA
"Dendropsophus amicorum" "CR" "B1ab(iii)"
"Xenohyla eugenioi" "DD" NA
"Ameerega planipaleae" "CR" "B1ab(iii)"
"Physalaemus maximus" "DD" NA
"Eleutherodactylus tonyi" "CR" "B1ab(iii)"
"Eleutherodactylus casparii" "EN" "B1ab(iii)"
"Eleutherodactylus goini" "VU" "B1ab(iii)"
"Brachycephalus hermogenesi" "LC" NA
"Plethodon ainsworthi" "EX" NA
"Anaxyrus exsul" "VU" "D2"
"Anaxyrus houstonensis" "EN" "C2a(ii)"
"Incilius periglenes" "EX" NA
"Anaxyrus retiformis" "LC" NA
"Anaxyrus canorus" "EN" "A2ae"
"Anaxyrus nelsoni" "EN" "C2a(i)"
"Cacosternum poyntoni" "DD" NA
"Eurycea robusta" "DD" NA
"Eurycea rathbuni" "VU" "D2"
"Onychodactylus fischeri" "LC" NA
"Bufo verrucosissimus" "NT" NA
"Pelodytes caucasicus" "NT" NA
"Calyptocephalella gayi" "VU" "A2ad"
"Rhinella marina" "LC" NA
"Litoria alboguttata" "LC" NA
"Litoria brevipes" "LC" NA
"Litoria australis" "LC" NA
"Litoria cryptotis" "LC" NA
"Litoria cultripes" "LC" NA
"Litoria burrowsi" "LC" NA
"Litoria caerulea" "LC" NA
"Litoria chloris" "LC" NA
"Litoria citropa" "LC" NA
"Litoria coplandi" "LC" NA
"Litoria cyclorhyncha" "LC" NA
"Litoria dahlii" "LC" NA
"Litoria electrica" "LC" NA
"Litoria eucnemis" "LC" NA
"Litoria ewingii" "LC" NA
"Litoria gilleni" "LC" NA
"Litoria gracilenta" "LC" NA
"Litoria inermis" "LC" NA
"Litoria latopalmata" "LC" NA
"Litoria longirostris" "LC" NA
"Litoria meiriana" "LC" NA
"Litoria microbelos" "LC" NA
"Litoria andiirrmalin" "VU" "D2"
"Litoria booroolongensis" "CR" "B2ab(i,ii,iii,iv,v)"
"Litoria cavernicola" "DD" NA
"Litoria cooloolensis" "EN" "B1ab(iii)"
"Litoria freycineti" "VU" "B2ab(ii,iii,iv,v)"
"Litoria genimaculata" "LC" NA
"Litoria jervisiensis" "LC" NA
"Litoria littlejohni" "LC" NA
"Litoria olongburensis" "VU" "B1ab(ii,iii,iv)+2ab(ii,iii,iv)"
"Litoria subglandulosa" "VU" "B1ab(i,ii,iii)+2ab(i,ii,iii)"
"Cophixalus mcdonaldi" "EN" "B1ab(v)+2ab(v)"
"Cophixalus neglectus" "EN" "B1ab(v)+2ab(v)"
"Cophixalus saxatilis" "VU" "D2"
"Cophixalus peninsularis" "DD" NA
"Cophixalus zweifeli" "DD" NA
"Crinia sloanei" "DD" NA
"Crinia tinnula" "VU" "B2ab(ii,iii,iv,v)"
"Heleioporus australiacus" "VU" "A2ac"
"Notaden weigeli" "DD" NA
"Pseudophryne covacevichae" "EN" "B1ab(iii)+2ab(iii)"
"Pseudophryne douglasi" "LC" NA
"Pseudophryne pengilleyi" "EN" "B1ab(ii,iv,v)+2ab(ii,iv,v)"
"Pseudophryne semimarmorata" "LC" NA
"Spicospina flammocaerulea" "VU" "D2"
"Uperoleia arenicola" "DD" NA
"Uperoleia aspera" "LC" NA
"Uperoleia borealis" "LC" NA
"Uperoleia crassa" "LC" NA
"Uperoleia martini" "DD" NA
"Uperoleia micromeles" "LC" NA
"Uperoleia minima" "LC" NA
"Uperoleia mjobergii" "LC" NA
"Uperoleia talpa" "LC" NA
"Uperoleia trachyderma" "LC" NA
"Uperoleia tyleri" "DD" NA
"Litoria longipes" "LC" NA
"Litoria maculosa" "LC" NA
"Litoria maini" "LC" NA
"Litoria manya" "LC" NA
"Litoria novaehollandiae" "LC" NA
"Litoria platycephala" "LC" NA
"Litoria vagitus" "LC" NA
"Litoria verrucosa" "LC" NA
"Litoria adelaidensis" "LC" NA
"Litoria bicolor" "LC" NA
"Myobatrachus gouldii" "LC" NA
"Litoria moorei" "LC" NA
"Neobatrachus albipes" "LC" NA
"Litoria nasuta" "LC" NA
"Neobatrachus centralis" "LC" NA
"Litoria nigrofrenata" "LC" NA
"Neobatrachus aquilonius" "LC" NA
"Litoria pallida" "LC" NA
"Neobatrachus fulvus" "LC" NA
"Litoria paraewingi" "LC" NA
"Neobatrachus kunapalari" "LC" NA
"Litoria peronii" "LC" NA
"Pseudophryne dendyi" "LC" NA
"Litoria personata" "LC" NA
"Pseudophryne guentheri" "LC" NA
"Litoria phyllochroa" "LC" NA
"Pseudophryne major" "LC" NA
"Litoria revelata" "LC" NA
"Pseudophryne occidentalis" "LC" NA
"Litoria rothii" "LC" NA
"Uperoleia altissima" "LC" NA
"Litoria rubella" "LC" NA
"Uperoleia capitulata" "LC" NA
"Litoria splendida" "LC" NA
"Uperoleia fusca" "LC" NA
"Litoria tornieri" "LC" NA
"Uperoleia glandulosa" "LC" NA
"Uperoleia inundata" "LC" NA
"Uperoleia laevigata" "LC" NA
"Litoria watjulumensis" "LC" NA
"Uperoleia lithomoda" "LC" NA
"Litoria xanthomera" "LC" NA
"Uperoleia littlejohni" "LC" NA
"Cophixalus bombiens" "NT" NA
"Uperoleia mimula" "LC" NA
"Cophixalus concinnus" "CR" "B1ab(v)+2ab(v)"
"Cophixalus crepitans" "NT" NA
"Cophixalus exiguus" "NT" NA
"Cophixalus hosmeri" "LC" NA
"Cophixalus infacetus" "LC" NA
"Cophixalus ornatus" "LC" NA
"Arenophryne rotunda" "LC" NA
"Assa darlingtoni" "LC" NA
"Crinia bilingua" "LC" NA
"Crinia deserticola" "LC" NA
"Crinia georgiana" "LC" NA
"Crinia glauerti" "LC" NA
"Crinia insignifera" "LC" NA
"Crinia parinsignifera" "LC" NA
"Crinia pseudinsignifera" "LC" NA
"Crinia remota" "LC" NA
"Crinia riparia" "LC" NA
"Crinia signifera" "LC" NA
"Crinia subinsignifera" "LC" NA
"Crinia tasmaniensis" "LC" NA
"Geocrinia laevis" "LC" NA
"Geocrinia leai" "LC" NA
"Geocrinia lutea" "NT" NA
"Geocrinia rosea" "LC" NA
"Geocrinia victoriana" "LC" NA
"Heleioporus barycragus" "LC" NA
"Heleioporus eyrei" "LC" NA
"Heleioporus inornatus" "LC" NA
"Heleioporus psammophilus" "LC" NA
"Limnodynastes convexiusculus" "LC" NA
"Limnodynastes depressus" "LC" NA
"Limnodynastes dorsalis" "LC" NA
"Limnodynastes dumerilii" "LC" NA
"Limnodynastes fletcheri" "LC" NA
"Limnodynastes interioris" "LC" NA
"Platyplectrum ornatum" "LC" NA
"Limnodynastes peronii" "LC" NA
"Limnodynastes salmini" "LC" NA
"Platyplectrum spenceri" "LC" NA
"Limnodynastes tasmaniensis" "LC" NA
"Limnodynastes terraereginae" "LC" NA
"Metacrinia nichollsi" "LC" NA
"Mixophyes schevilli" "LC" NA
"Neobatrachus pelobatoides" "LC" NA
"Neobatrachus pictus" "LC" NA
"Neobatrachus sudelli" "LC" NA
"Neobatrachus sutor" "LC" NA
"Neobatrachus wilsmorei" "LC" NA
"Notaden bennettii" "LC" NA
"Notaden melanoscaphus" "LC" NA
"Notaden nichollsi" "LC" NA
"Paracrinia haswelli" "LC" NA
"Pseudophryne coriacea" "LC" NA
"Uperoleia rugosa" "LC" NA
"Uperoleia russelli" "LC" NA
"Limnonectes leytensis" "LC" NA
"Gastrotheca albolineata" "LC" NA
"Quasipaa fasciculispina" "VU" "B1ab(iii)"
"Limnonectes namiyei" "EN" "B1ab(iii)"
"Alcalus tasanae" "VU" "B1ab(iii)+2ab(iii)"
"Conraua goliath" "EN" "A2d+3d"
"Peltophryne lemur" "CR" "A2a; B1ab(v)+2ab(v); C2a(ii)"
"Austrochaperina adelphe" "LC" NA
"Austrochaperina fryi" "LC" NA
"Austrochaperina gracilipes" "LC" NA
"Austrochaperina pluvialis" "LC" NA
"Austrochaperina robusta" "LC" NA
"Crinia nimbus" "LC" NA
"Philoria kundagungan" "EN" "B1ab(iii)"
"Philoria loveridgei" "EN" "B1ab(iii)"
"Philoria sphagnicolus" "EN" "B1ab(iii)"
"Limnodynastes lignarius" "LC" NA
"Cryptotriton monzoni" "CR" "B1ab(iii)"
"Arthroleptis aureoli" "EN" "B1ab(iii)+2ab(iii)"
"Hylambates dorsalis" "DD" NA
"Brachycephalus vertebralis" "DD" NA
"Adenomus dasi" "CR" "B1ab(iii)+2ab(iii)"
"Adenomus kelaartii" "EN" "B1ab(iii)+2ab(iii)"
"Cardioglossa leucomystax" "LC" NA
"Ghatophryne ornata" "EN" "B1ab(iii)"
"Ghatophryne rubigina" "VU" "D2"
"Astylosternus batesi" "LC" NA
"Ansonia siamensis" "VU" "D2"
"Ansonia tiomanica" "VU" "D2"
"Rhinella chrysophora" "EN" "A2ac; B1ab(iii,v)"
"Astylosternus nganhanus" "CR" "B1ab(iii)+2ab(iii)"
"Atelopus angelito" "CR" "A3ce"
"Atelopus arthuri" "CR" "A2ace; B1ab(iii,v)+2ab(iii,v)"
"Atelopus boulengeri" "CR" "A3ce"
"Atelopus carbonerensis" "CR" "A2ace; B2ab(v)"
"Leptodactylodon blanci" "DD" NA
"Atelopus certus" "EN" "A3ce"
"Atelopus chiriquiensis" "CR" "A2ace"
"Leptodactylodon perreti" "EN" "B2ab(iii)"
"Bombina lichuanensis" "VU" "B1ab(iii)"
"Bombina orientalis" "LC" NA
"Bombina variegata" "LC" NA
"Brachycephalus didactylus" "LC" NA
"Brachycephalus ephippium" "LC" NA
"Brachycephalus nodoterga" "DD" NA
"Brachycephalus pernix" "DD" NA
"Rhaebo olallai" "DD" NA
"Atelopus chrysocorallus" "CR" "A2ace; B1ab(iii,v)+2ab(iii,v)"
"Atelopus zeteki" "CR" "A2ace"
"Atelopus coynei" "CR" "A2ace"
"Atelopus cruciger" "CR" "A2ace"
"Rhinella achalensis" "NT" NA
"Atelopus dimorphus" "EN" "A3e"
"Bufo ailaoanus" "DD" NA
"Incilius alvarius" "LC" NA
"Atelopus elegans" "CR" "A2ace"
"Bufo aspinius" "DD" NA
"Duttaphrynus atukoralei" "LC" NA
"Bufo bankorensis" "LC" NA
"Anaxyrus baxteri" "EW" NA
"Atelopus franciscus" "VU" "A3ce"
"Rhinella beebei" "LC" NA
"Atelopus glyphus" "CR" "A3ce"
"Rhinella bergi" "LC" NA
"Ingerophrynus biporcatus" "LC" NA
"Rhaebo blombergi" "NT" NA
"Incilius bocourti" "LC" NA
"Atelopus limosus" "EN" "B1ab(iii)"
"Duttaphrynus brevirostris" "DD" NA
"Barbarophryne brongersmai" "NT" NA
"Atelopus longirostris" "EX" NA
"Bufo bufo" "LC" NA
"Rhaebo caeruleostictus" "EN" "A2c"
"Anaxyrus californicus" "EN" "A2ac"
"Atelopus mucubajiensis" "CR" "A2ace; B2ab(v)"
"Atelopus oxyrhynchus" "CR" "A2ace"
"Atelopus pachydermus" "CR" "A2ace"
"Atelopus pinangoi" "CR" "A2ac; B1ab(iii,v)"
"Atelopus reticulatus" "CR" "A3ce"
"Atelopus sanjosei" "DD" NA
"Atelopus senex" "CR" "A2ace"
"Atelopus sorianoi" "CR" "A2ace; B2ab(iii,v)"
"Atelopus spumarius" "VU" "A3ce"
"Atelopus tamaense" "CR" "A3ce"
"Atelopus varius" "CR" "A2ace"
"Atelopus vogli" "EX" NA
"Rhinella amabilis" "CR" "B1ab(iii)"
"Rhinella amboroensis" "DD" NA
"Rhaebo anderssoni" "LC" NA
"Bufo andrewsi" "LC" NA
"Rhinella arenarum" "LC" NA
"Duttaphrynus himalayanus" "LC" NA
"Incilius campbelli" "NT" NA
"Incilius canaliferus" "LC" NA
"Peltophryne cataulaciceps" "EN" "B1ab(iii)"
"Bufo kabischi" "DD" NA
"Anaxyrus kelloggi" "LC" NA
"Incilius coccifer" "LC" NA
"Duttaphrynus kotagamai" "EN" "B1ab(iii)+2ab(iii)"
"Xanthophryne koynayensis" "EN" "B1ab(iii)"
"Incilius coniferus" "LC" NA
"Ingerophrynus kumquat" "EN" "B1ab(iii)"
"Bufotes latastii" "LC" NA
"Incilius cristatus" "CR" "B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
"Rhinella cristinae" "DD" NA
"Duttaphrynus crocus" "DD" NA
"Incilius leucomyos" "EN" "B1ab(iii)"
"Rhinella crucifer" "LC" NA
"Bufo cryptotympanicus" "NT" NA
"Peltophryne longinasus" "EN" "B2ab(iii)"
"Rhinella dapsilis" "LC" NA
"Incilius luetkenii" "LC" NA
"Anaxyrus debilis" "LC" NA
"Duttaphrynus dhufarensis" "LC" NA
"Rhinella diptycha" "DD" NA
"Incilius macrocristatus" "VU" "B1ab(iii)"
"Ingerophrynus divergens" "LC" NA
"Rhinella dorbignyi" "LC" NA
"Peltophryne empusa" "VU" "B2ab(iii)"
"Incilius fastidiosus" "CR" "A2ace"
"Rhinella fernandezae" "LC" NA
"Rhinella fissipes" "LC" NA
"Peltophryne fluviatica" "CR" "B2ab(iii)"
"Peltophryne fracta" "EN" "B1ab(iii)"
"Rhinella gallardoi" "EN" "B1ab(iii)"
"Bufo gargarizans" "LC" NA
"Incilius gemmifer" "EN" "B1ab(iii)+2ab(iii)"
"Rhaebo glaberrimus" "LC" NA
"Rhinella gnustae" "DD" NA
"Peltophryne guentheri" "VU" "B2ab(iii)"
"Peltophryne gundlachi" "VU" "B2ab(iii)"
"Rhaebo guttatus" "LC" NA
"Rhaebo haematiticus" "LC" NA
"Incilius ibarrai" "EN" "B1ab(iii)"
"Rhinella icterica" "LC" NA
"Incilius intermedius" "DD" NA
"Bufo japonicus" "LC" NA
"Rhinella jimi" "LC" NA
"Rhinella justinianoi" "VU" "B1ab(iii)"
"Duttaphrynus silentvalleyensis" "DD" NA
"Rhinella sima" "DD" NA
"Incilius spiculatus" "EN" "B1ab(iii)"
"Rhinella margaritifera" "LC" NA
"Anaxyrus speciosus" "LC" NA
"Incilius marmoreus" "LC" NA
"Rhinella stanlaii" "LC" NA
"Incilius mazatlanensis" "LC" NA
"Incilius melanochlorus" "LC" NA
"Peltophryne taladai" "VU" "B1ab(iii)"
"Anaxyrus terrestris" "LC" NA
"Bufo tibetanus" "LC" NA
"Anaxyrus mexicanus" "NT" NA
"Anaxyrus microscaphus" "LC" NA
"Bufo torrenticola" "LC" NA
"Bufo tuberculatus" "NT" NA
"Bufo minshanicus" "LC" NA
"Incilius tutelarius" "EN" "B1ab(iii,v)"
"Incilius nebulifer" "LC" NA
"Duttaphrynus noellerti" "EN" "B1ab(iii)"
"Incilius valliceps" "LC" NA
"Nannophryne variegata" "LC" NA
"Incilius occidentalis" "LC" NA
"Rhinella veraguensis" "LC" NA
"Rhinella ocellata" "LC" NA
"Duttaphrynus olivaceus" "LC" NA
"Bufo pageoti" "NT" NA
"Bufo wolongensis" "DD" NA
"Duttaphrynus parietalis" "NT" NA
"Anaxyrus woodhousii" "LC" NA
"Peltophryne peltocephala" "LC" NA
"Incilius peripatetes" "CR" "A3ce"
"Incilius perplexus" "EN" "B1ab(iii)"
"Rhinella poeppigii" "LC" NA
"Rhinella proboscidea" "LC" NA
"Anaxyrus punctatus" "LC" NA
"Rhinella pygmaea" "LC" NA
"Rhinella quechua" "VU" "B1ab(iii)"
"Anaxyrus quercicus" "LC" NA
"Strauchbufo raddei" "LC" NA
"Rhinella roqueana" "LC" NA
"Rhinella rubescens" "LC" NA
"Rhinella rubropunctata" "VU" "A2c"
"Rhinella rumbolli" "VU" "B1ab(iii)"
"Duttaphrynus scaber" "LC" NA
"Rhinella schneideri" "LC" NA
"Rhinella scitula" "DD" NA
"Rhinella sclerocephala" "EN" "B1ab(iii,v)"
"Duttaphrynus scorteccii" "VU" "D2"
"Bufo stejnegeri" "LC" NA
"Rhinella sternosignata" "NT" NA
"Duttaphrynus stomaticus" "LC" NA
"Duttaphrynus stuarti" "DD" NA
"Incilius tacanensis" "EN" "B1ab(iii)"
"Osornophryne guacamayo" "EN" "B1ab(iii)"
"Osornophryne sumacoensis" "VU" "D2"
"Incilius epioticus" "LC" NA
"Dendrophryniscus berthalutzae" "LC" NA
"Amazophrynella bokermanni" "LC" NA
"Pelophryne rhopophilia" "VU" "B1ab(iii)"
"Dendrophryniscus brevipollicatus" "LC" NA
"Parapelophryne scalpta" "EN" "B1ab(iii)"
"Dendrophryniscus carvalhoi" "EN" "B1ab(iii)"
"Pelophryne signata" "NT" NA
"Dendrophryniscus leucomystax" "LC" NA
"Pseudobufo subasper" "LC" NA
"Amazophrynella minuta" "LC" NA
"Rhinella acrolopha" "DD" NA
"Dendrophryniscus stawiarskyi" "DD" NA
"Frostius pernambucensis" "LC" NA
"Leptophryne cruentata" "CR" "A2ac"
"Melanophryniscus atroluteus" "LC" NA
"Melanophryniscus cambaraensis" "DD" NA
"Melanophryniscus cupreuscapularis" "NT" NA
"Rhinella truebae" "DD" NA
"Melanophryniscus devincenzii" "EN" "B2ab(iii)"
"Melanophryniscus dorsalis" "VU" "B1ab(iii)+2ab(iii)"
"Melanophryniscus fulvoguttatus" "LC" NA
"Melanophryniscus klappenbachi" "LC" NA
"Melanophryniscus macrogranulosus" "VU" "B1ab(iii)"
"Melanophryniscus montevidensis" "VU" "A2ac; B1ab(iii,iv,v)"
"Melanophryniscus orejasmirandai" "VU" "D2"
"Melanophryniscus pachyrhynus" "DD" NA
"Melanophryniscus rubriventris" "LC" NA
"Melanophryniscus sanmartini" "NT" NA
"Werneria mertensiana" "EN" "B2ab(iii)"
"Melanophryniscus simplex" "DD" NA
"Melanophryniscus spectabilis" "DD" NA
"Melanophryniscus stelzneri" "LC" NA
"Melanophryniscus tumifrons" "LC" NA
"Wolterstorffina parvipalmata" "VU" "B1ab(iii)"
"Metaphryniscus sosai" "VU" "D2"
"Oreophrynella cryptica" "VU" "D2"
"Oreophrynella huberi" "VU" "D2"
"Oreophrynella macconnelli" "VU" "D2"
"Oreophrynella nigra" "VU" "D2"
"Oreophrynella quelchii" "VU" "D2"
"Oreophrynella vasquezi" "VU" "D2"
"Osornophryne antisana" "EN" "B1ab(iii,v)"
"Osornophryne bufoniformis" "NT" NA
"Pelophryne brevipes" "LC" NA
"Pelophryne guentheri" "VU" "B1ab(iii)"
"Pelophryne macrotis" "DD" NA
"Pelophryne misera" "VU" "B1ab(iii)"
"Centrolene daidaleum" "VU" "B1ab(iii)"
"Centrolene acanthidiocephalum" "DD" NA
"Cochranella duidaeana" "DD" NA
"Centrolene altitudinale" "DD" NA
"Espadarana andina" "LC" NA
"Cochranella euknemos" "LC" NA
"Rulyrana flavopunctata" "LC" NA
"Centrolene azulae" "EN" "B1ab(iii)+2ab(iii)"
"Teratohyla midas" "LC" NA
"Centrolene bacatum" "DD" NA
"Nymphargus nephelophila" "DD" NA
"Centrolene ballux" "CR" "A2ac; B2ab(iii,iv,v)"
"Cochranella nola" "NT" NA
"Centrolene buckleyi" "VU" "A2a"
"Hyloscirtus estevesi" "DD" NA
"Centrolene ocellifera" "DD" NA
"Sachatamia orejuela" "DD" NA
"Nymphargus oreonympha" "DD" NA
"Centrolene geckoideum" "VU" "A3c; B1ab(iii)"
"Centrolene gemmatum" "CR" "B2ab(iii)"
"Vitreorana gorzulae" "DD" NA
"Nymphargus grandisonae" "LC" NA
"Nymphargus pluvialis" "DD" NA
"Centrolene guanacarum" "DD" NA
"Centrolene heloderma" "CR" "A2ac"
"Centrolene huilense" "DD" NA
"Cochranella ramirezi" "DD" NA
"Centrolene hybrida" "LC" NA
"Vitreorana ritae" "DD" NA
"Sachatamia ilex" "LC" NA
"Cochranella riveroi" "VU" "D2"
"Centrolene lema" "DD" NA
"Centrolene lemniscatum" "DD" NA
"Cochranella litoralis" "DD" NA
"Centrolene lynchi" "EN" "B2ab(iii,iv,v)"
"Centrolene medemi" "DD" NA
"Nymphargus siren" "VU" "B1ab(ii,iii,iv,v)"
"Centrolene muelleri" "DD" NA
"Centrolene solitaria" "DD" NA
"Centrolene notostictum" "LC" NA
"Rulyrana spiculata" "NT" NA
"Centrolene paezorum" "DD" NA
"Nymphargus spilotus" "DD" NA
"Teratohyla spinosa" "LC" NA
"Centrolene papillahallicum" "DD" NA
"Centrolene peristictum" "VU" "B1ab(iii,iv,v)+2ab(iii,iv,v)"
"Centrolene pipilatum" "EN" "B1ab(iii,iv,v)+2ab(iii,iv,v)"
"Espadarana prosoblepon" "LC" NA
"Hypsiboas pulidoi" "DD" NA
"Centrolene sanchezi" "DD" NA
"Centrolene scirtetes" "DD" NA
"Centrolene venezuelense" "LC" NA
"Sachatamia albomaculata" "LC" NA
"Nymphargus anomalus" "CR" "B2ab(iii)"
"Cochranella balionota" "VU" "B2ab(iii,iv,v)"
"Nymphargus bejaranoi" "LC" NA
"Nymphargus cariticommatus" "DD" NA
"Vitreorana castroviejoi" "DD" NA
"Nymphargus chami" "DD" NA
"Nymphargus cochranae" "VU" "B1ab(iii)"
"Nymphargus cristinae" "DD" NA
"Nymphargus garciae" "VU" "B1ab(iii)"
"Cochranella granulosa" "LC" NA
"Nymphargus luteopunctatus" "DD" NA
"Nymphargus megacheirus" "EN" "B1ab(iii,iv,v)+2ab(iii,iv,v)"
"Allobates brunneus" "LC" NA
"Allobates caeruleodactylus" "DD" NA
"Celsiella vozmedianoi" "DD" NA
"Aromobates capurinensis" "DD" NA
"Vitreorana antisthenesi" "VU" "B1ab(iii)"
"Hyalinobatrachium aureoguttatum" "NT" NA
"Allobates cepedai" "DD" NA
"Hyloxalus elachyhistus" "EN" "A2ac; B2ab(iii,iv,v)"
"Silverstoneia erasmios" "DD" NA
"Hyalinobatrachium chirripoi" "LC" NA
"Hyloxalus exasperatus" "DD" NA
"Hyalinobatrachium colymbiphyllum" "LC" NA
"Hyloxalus excisus" "DD" NA
"Hyalinobatrachium crurifasciatum" "LC" NA
"Hyloxalus faciopunctulatus" "DD" NA
"Hyloxalus fallax" "DD" NA
"Hyalinobatrachium duranti" "DD" NA
"Hyalinobatrachium eccentricum" "DD" NA
"Allobates fratisenescus" "DD" NA
"Vitreorana eurygnatha" "LC" NA
"Colostethus fugax" "DD" NA
"Hyalinobatrachium fleischmanni" "LC" NA
"Hyloxalus fuliginosus" "DD" NA
"Hyalinobatrachium fragile" "VU" "B1ab(iii)"
"Colostethus furviventris" "DD" NA
"Hyalinobatrachium guairarepanense" "EN" "B1ab(iii)"
"Allobates fuscellus" "DD" NA
"Vitreorana helenae" "DD" NA
"Allobates gasconi" "DD" NA
"Hyalinobatrachium iaspidiense" "DD" NA
"Allobates goianus" "DD" NA
"Hyalinobatrachium ibama" "VU" "B1ab(iii)"
"Anomaloglossus guanayensis" "DD" NA
"Allobates humilis" "VU" "D2"
"Hyalinobatrachium ignioculus" "DD" NA
"Colostethus imbricolus" "DD" NA
"Hyloxalus infraguttatus" "NT" NA
"Hyalinobatrachium nouraguense" "LC" NA
"Hyalinobatrachium orientale" "VU" "B1ab(iii)"
"Colostethus jacobuspetersi" "CR" "B2ab(i,ii,iii,iv,v)"
"Hyalinobatrachium pallidum" "EN" "B1ab(iii)"
"Allobates juanii" "CR" "B2ab(i,iii)"
"Teratohyla pulverata" "LC" NA
"Celsiella revocata" "VU" "B1ab(iii)"
"Hyalinobatrachium ruedai" "LC" NA
"Hyalinobatrachium taylori" "LC" NA
"Vitreorana uranoscopa" "LC" NA
"Hyalinobatrachium valerioi" "LC" NA
"Hyalinobatrachium vireovittatum" "DD" NA
"Allobates femoralis" "LC" NA
"Aromobates nocturnus" "CR" "A2a; B2ab(v)"
"Colostethus alacris" "DD" NA
"Hyloxalus anthracinus" "CR" "A2ac"
"Anomaloglossus atopoglossus" "DD" NA
"Hyloxalus awa" "VU" "B1ab(iii)"
"Anomaloglossus ayarzaguenai" "DD" NA
"Anomaloglossus baeobatrachus" "DD" NA
"Anomaloglossus beebei" "VU" "D2"
"Hyloxalus betancuri" "DD" NA
"Hyloxalus bocagei" "LC" NA
"Hyloxalus borjai" "DD" NA
"Colostethus brachistriatus" "DD" NA
"Hyloxalus breviquartus" "DD" NA
"Allobates bromelicola" "DD" NA
"Hyloxalus cevallosi" "EN" "B1ab(iii)"
"Allobates chalcopis" "VU" "D2"
"Allobates conspicuus" "DD" NA
"Allobates crombiei" "DD" NA
"Anomaloglossus degranvillei" "LC" NA
"Hyloxalus delatorreae" "CR" "B2ab(iii,iv)"
"Prostherapis dunni" "CR" "A2ace"
"Colostethus dysprosium" "DD" NA
"Anomaloglossus tepuyensis" "DD" NA
"Colostethus thorntoni" "DD" NA
"Allobates kingsburyi" "EN" "B1ab(iii)"
"Allobates trilineatus" "LC" NA
"Anomaloglossus lacrimosus" "DD" NA
"Hyloxalus toachi" "EN" "B1ab(iii)"
"Colostethus latinasus" "DD" NA
"Allobates undulatus" "DD" NA
"Hyloxalus lehmanni" "NT" NA
"Aromobates leopardalis" "CR" "A2ace; B2ab(v)"
"Ranitomeya amazonica" "DD" NA
"Oophaga arborea" "EN" "B1ab(iii)"
"Colostethus lynchi" "DD" NA
"Dendrobates auratus" "LC" NA
"Epipedobates machalilla" "NT" NA
"Allobates mandelorum" "EN" "B1ab(iii)"
"Hyloxalus maquipucuna" "DD" NA
"Allobates marchesianus" "LC" NA
"Hyloxalus marmoreoventris" "DD" NA
"Adelphobates castaneoticus" "LC" NA
"Allobates masniger" "DD" NA
"Allobates mcdiarmidi" "NT" NA
"Ranitomeya duellmani" "LC" NA
"Anomaloglossus murisipanensis" "VU" "D2"
"Adelphobates galactonotus" "LC" NA
"Hyloxalus mystax" "DD" NA
"Oophaga granulifera" "VU" "B1ab(iii)"
"Oophaga histrionica" "LC" NA
"Allobates nidicola" "DD" NA
"Silverstoneia nubicola" "NT" NA
"Oophaga lehmanni" "CR" "B2ab(iii)"
"Allobates olfersioides" "VU" "A2a; B2ab(iii)"
"Dendrobates leucomelas" "LC" NA
"Colostethus panamansis" "LC" NA
"Anomaloglossus parimae" "DD" NA
"Anomaloglossus parkerae" "DD" NA
"Adelphobates quinquevittatus" "LC" NA
"Hyloxalus peculiaris" "DD" NA
"Hyloxalus peruvianus" "LC" NA
"Allobates picachos" "DD" NA
"Hyloxalus pinguis" "DD" NA
"Anomaloglossus praderioi" "DD" NA
"Rheobates pseudopalmatus" "DD" NA
"Hyloxalus pulchellus" "VU" "A2ace; B1ab(i,ii,iii,iv,v)"
"Hyloxalus pumilus" "DD" NA
"Colostethus ramirezi" "DD" NA
"Hyloxalus ramosi" "DD" NA
"Allobates ranoides" "EN" "B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
"Anomaloglossus roraima" "DD" NA
"Hyloxalus saltuarius" "DD" NA
"Aromobates saltuensis" "EN" "B1ab(iii)"
"Allobates sanmartini" "DD" NA
"Hyloxalus sauli" "LC" NA
"Anomaloglossus shrevei" "DD" NA
"Hyloxalus shuar" "NT" NA
"Anomaloglossus stepheni" "LC" NA
